Ticket_ID,Customer_ID,Agent_Name,Repair_Issue,Repair_Date,Part_Replaced,Model_Name,Laptop_Serial_Number
4289,1936,Yug Varghese,Screen replacement,11/10/2023,Screen,DELL ALIENWARE 17,JYXUD5A7
4290,545,Advaith Bumb,Overheating problem,12/3/2023,Cooling Fan,dell latitude 5500,A9ZOAJBX
4291,633,Jacob Lall,Overheating problem,2/16/2023,Cooling Fan,dell inspiron 15,YJ91UMUL
1465,1597,Qushi Nath,Battery replacement,6/16/2022,Battery,dell xps 13,IYCD0PG4
4293,1808,Reyansh Kalita,,10/2/2024,,dell alienware 17,VE9LG637
4294,559,Ishwar Krish,Audio issue,7/6/2024,Speakers,dell inspiron 15,33CC5MK7
4295,1046,Devika Setty,Overheating problem,1/22/2022,Cooling Fan,dell alienware 17,N1ON9Z72
745,494,Zaitra Chaudry,Screen replacement,9/29/2023,Screen,dell inspiron 15,M397XMXI
4297,1551,Nathaniel Chopra,Battery replacement,9/14/2024,Battery,dell inspiron 15,7NG9E62F
4298,389,Sai Kohli,Overheating problem,2/2/2023,Cooling Fan,dell vostro 14,EANZ6OHD
4299,1202,Rachana Ramakrishnan,Overheating problem,5/1/2024,Cooling Fan,dell latitude 5500,7DWBK2FS
4300,371,Jai Datta,Screen replacement,6/24/2024,Screen,dell inspiron 15,9ZRR42OV
4301,1383,Manthan Brahmbhatt,Overheating problem,5/25/2022,Cooling Fan,DELL XPS 13,65FBZS2I
4302,252,Caleb Bhandari,Audio issue,4/20/2022,Speakers,dell alienware 17,7XCJYTY9
4303,707,Ishwar Krish,Screen replacement,9/1/2024,Screen,dell latitude 5500,AUY3H3YY
4304,950,Bhavani Kuruvilla,Audio issue,8/13/2022,Speakers,dell vostro 14,0P1LTVAQ
4305,42,Guneet Saha,Screen replacement,11/23/2024,Screen,dell xps 13,6QPW33T8
2667,53,Pavani Sanghvi,Battery replacement,1/25/2024,Battery,dell inspiron 15,M2TJT6TF
4307,1189,Shravya Das,Screen replacement,8/31/2023,Screen,dell alienware 17,LYZH8NAY
4308,1386,Vaishnavi Dalal,Keyboard issue,4/27/2024,Keyboard,DELL VOSTRO 14,PO38JX0W
4309,1191,Geetika Dass,Keyboard issue,7/30/2024,Keyboard,dell xps 13,MU909J84
4310,690,Ekavir Singhal,Screen replacement,2/23/2024,Screen,dell alienware 17,I5X9NXSQ
4311,1023,Agastya Samra,Keyboard issue,9/6/2022,Keyboard,dell xps 13,PWW9FPSF
4312,1633,Sai Kohli,Screen replacement,12/23/2024,Screen,dell latitude 5500,EDQ17VYA
4313,62,Devika Setty,Battery replacement,11/6/2023,Battery,dell vostro 14,O6V25PNL
4314,1978,Geetika Dass,Battery replacement,10/8/2022,Battery,dell inspiron 15,78FQBU22
4315,456,Anamika Bhargava,Keyboard issue,2/28/2024,Keyboard,dell latitude 5500,JH4XXRUV
4316,874,Devika Setty,,3/14/2024,,dell inspiron 15,D0Y1IGNJ
4317,652,Yug Varghese,Audio issue,9/17/2024,Speakers,dell inspiron 15,3P08E4KU
4318,1682,Vaishnavi Dalal,Screen replacement,9/24/2023,Screen,dell xps 13,DG8Y6IVS
4319,1132,,Overheating problem,2/13/2022,Cooling Fan,dell alienware 17,EWS35ITJ
4320,907,Chakrika Bandi,Keyboard issue,11/13/2022,Keyboard,dell alienware 17,LI4JVRC9
4321,925,Pavani Sanghvi,Screen replacement,2/9/2024,Screen,dell xps 13,LP8R5KOD
4322,1770,Jacob Lall,Screen replacement,1/6/2025,Screen,dell vostro 14,GDGBSMH2
1775,1749,,Battery replacement,7/30/2022,Battery,dell inspiron 15,Y8SAI0AR
4324,114,Gopal Issac,Overheating problem,1/6/2024,Cooling Fan,dell xps 13,GJ4CSG2L
4325,1032,Rajeshri Choudhary,Audio issue,12/19/2024,Speakers,dell inspiron 15,592KQVKG
4326,1182,Zaitra Chaudry,Screen replacement,3/28/2022,Screen,dell inspiron 15,50LNR7D9
4327,1555,Ryan Ramakrishnan,Overheating problem,7/19/2022,Cooling Fan,dell xps 13,T887QPGN
4328,982,Jeevika Kapur,Battery replacement,3/10/2023,Battery,dell inspiron 15,LPRHNMWU
4329,1735,Maya Parsa,Battery replacement,10/17/2024,Battery,dell inspiron 15,C9HFJIVP
2874,1919,Gopal Issac,Battery replacement,5/14/2024,Battery,dell inspiron 15,ZOT8CN7A
4331,1176,Guneet Saha,Keyboard issue,5/4/2023,Keyboard,dell inspiron 15,3GP2EIRB
4332,1963,Chakrika Bandi,Battery replacement,6/28/2024,Battery,DELL XPS 13,NF1ZAZNJ
4333,1335,Pavani Sanghvi,,,,dell alienware 17,VYPB8LHX
4334,513,Bhavna Chaudhuri,Audio issue,1/10/2023,Speakers,dell inspiron 15,U821CG0D
4335,1372,Mekhala Bhargava,Keyboard issue,10/2/2024,Keyboard,dell xps 13,V46MYA6J
4336,798,Onveer Ramaswamy,Battery replacement,9/4/2024,Battery,dell vostro 14,W0BEICCF
4337,1522,Ishwar Krish,Screen replacement,5/29/2022,Screen,dell alienware 17,AQUHDKJ7
4338,483,Abha Dayal,Screen replacement,11/28/2023,Screen,dell vostro 14,7IMP57UM
4339,293,Vaishnavi Dalal,Screen replacement,12/26/2023,Screen,dell xps 13,E7MLZJ3R
4340,1523,Umang Mukhopadhyay,Audio issue,2/1/2022,Speakers,dell xps 13,WPBI3VX2
4341,1482,Nachiket Ahuja,Screen replacement,12/21/2024,Screen,DELL INSPIRON 15,SVIUAUAH
4342,903,Aradhana Varghese,Battery replacement,10/1/2022,Battery,dell alienware 17,IWDCWBDW
4343,175,Daksha Agarwal,Battery replacement,,Battery,dell vostro 14,PKVSS15J
4344,329,Devika Sankaran,Keyboard issue,6/24/2023,Keyboard,dell latitude 5500,FQTF0SQG
4345,18,Xiti Hari,Overheating problem,1/30/2022,Cooling Fan,dell vostro 14,22DS1SDG
4340,1991,Vasana Shroff,Keyboard issue,5/20/2022,Keyboard,DELL VOSTRO 14,ZKH2SOHA
4347,1038,Agastya Samra,Overheating problem,4/12/2023,Cooling Fan,dell vostro 14,ORPL6QRN
4348,107,,Keyboard issue,3/2/2024,Keyboard,dell inspiron 15,BDN3AWVW
4349,1499,Victor Soman,Overheating problem,9/25/2022,Cooling Fan,dell vostro 14,9FTLAL53
4350,584,Pooja Parmar,Battery replacement,2/2/2023,Battery,dell vostro 14,PX71NGF2
4351,1067,Zaitra Tiwari,Audio issue,3/15/2023,Speakers,dell vostro 14,74FVOOEN
4352,770,Idika Dhaliwal,Screen replacement,9/21/2023,Screen,dell latitude 5500,A4AQKNKW
4353,543,Jeevika Kapur,Keyboard issue,12/6/2022,Keyboard,dell vostro 14,NZ4HYHUY
4354,1707,Vanya Dayal,Screen replacement,5/27/2023,Screen,DELL INSPIRON 15,54MIHKB0
4355,1871,Ria Nair,Overheating problem,10/6/2022,Cooling Fan,dell vostro 14,0SOUKP1A
4356,1954,Guneet Saha,Audio issue,10/8/2022,Speakers,dell alienware 17,1G97OGV5
4357,1090,Unni Kashyap,Overheating problem,2/9/2024,Cooling Fan,dell alienware 17,6BVJFCNH
4358,1514,Anay Sane,Battery replacement,2/20/2022,Battery,dell vostro 14,0R7WN1T6
4359,1013,Onveer Ramaswamy,Audio issue,6/24/2023,Speakers,dell xps 13,CVOWAVVJ
4360,1778,,,4/27/2022,,dell vostro 14,PZ5KF83A
4361,25,Indira Mandal,Keyboard issue,10/4/2023,Keyboard,DELL VOSTRO 14,HHZMZ8J9
308,915,Laban Banik,Audio issue,1/22/2023,Speakers,DELL INSPIRON 15,NQKM90T5
3658,1508,Victor Sinha,Battery replacement,12/5/2024,Battery,dell vostro 14,W8UF2UUD
4364,1976,Yug Varghese,Keyboard issue,7/5/2024,Keyboard,dell latitude 5500,86CLP0AR
4365,1591,Shravya Das,Overheating problem,6/2/2022,Cooling Fan,dell inspiron 15,S9VPZXI8
4366,1657,Neha Badami,Audio issue,6/22/2022,Speakers,dell xps 13,AZ7CE8OJ
4367,1554,Bhavini Manne,Keyboard issue,11/6/2023,Keyboard,dell inspiron 15,JCLBU08Y
4368,1985,Vasana Shroff,Battery replacement,6/20/2022,Battery,dell inspiron 15,04UNQFGY
4369,378,Vanya Dayal,Audio issue,9/20/2024,Speakers,dell alienware 17,T27040BL
4370,548,Vasatika Rao,Battery replacement,2/18/2024,Battery,DELL LATITUDE 5500,TOC1JUFL
4371,676,Rajeshri Choudhary,Screen replacement,9/7/2023,Screen,dell vostro 14,8JCKBU05
4372,667,Keya Karan,Overheating problem,9/5/2024,Cooling Fan,dell latitude 5500,6YIKN6IC
4309,1191,Advaith Bumb,Keyboard issue,11/14/2022,Keyboard,dell xps 13,WUOUZXOJ
4374,1543,Victor Sinha,Overheating problem,9/19/2022,Cooling Fan,dell latitude 5500,Q15RPC3R
4375,93,Onveer Ramaswamy,Battery replacement,,Battery,dell latitude 5500,V7CYATKQ
4376,1427,Manthan Brahmbhatt,Keyboard issue,9/30/2022,Keyboard,dell latitude 5500,619GNB1K
4377,467,Jeevika Kapur,Audio issue,12/21/2024,Speakers,dell vostro 14,NDX7CY08
4378,1391,Ucchal Barad,Keyboard issue,12/4/2022,Keyboard,dell xps 13,ARF11OZQ
4379,1316,Orinder Kale,Overheating problem,8/25/2024,Cooling Fan,dell vostro 14,MZCTAU9L
4380,284,Harinakshi Vig,Overheating problem,11/7/2023,Cooling Fan,dell inspiron 15,7CHAH9GC
4381,322,Ojas Purohit,Audio issue,6/27/2022,Speakers,dell alienware 17,65MU7IG5
4382,1006,Aadi Prabhakar,Screen replacement,4/8/2023,Screen,dell inspiron 15,C6T5G2FO
4383,495,Gopal Issac,Audio issue,10/2/2024,Speakers,DELL INSPIRON 15,2AKSVGMM
4384,1897,Ryan Ramakrishnan,Screen replacement,7/3/2024,Screen,dell vostro 14,TEAW494Y
4385,1789,Yashica Kota,Battery replacement,1/6/2023,Battery,dell alienware 17,3PSU17IT
4386,1362,Bhavna Chaudhuri,Overheating problem,3/9/2024,Cooling Fan,DELL INSPIRON 15,KZAJD07V
4387,248,Maya Parsa,Screen replacement,,Screen,dell alienware 17,DCWDV869
4388,608,Yatan Arora,Overheating problem,12/26/2023,Cooling Fan,dell inspiron 15,C0Q21L0R
4389,224,Aadi Prabhakar,Overheating problem,8/9/2023,Cooling Fan,dell xps 13,XSOWNF0N
4390,1495,Unnati Mandal,Overheating problem,5/9/2022,Cooling Fan,dell alienware 17,TPGLDRTA
4391,1029,Vanya Bhattacharyya,Battery replacement,4/5/2022,Battery,dell xps 13,L3P3RVTZ
4392,1327,Januja Varkey,Overheating problem,8/16/2023,Cooling Fan,dell vostro 14,TY7PDEY6
4393,483,Advaith Bumb,Keyboard issue,4/18/2024,Keyboard,dell xps 13,PC6KACWQ
4394,1632,Laban Banik,Keyboard issue,12/22/2024,Keyboard,dell latitude 5500,XW46XUDW
4395,601,Mekhala Bhargava,Overheating problem,5/23/2024,Cooling Fan,dell vostro 14,40JYOPIK
4396,1393,,Audio issue,3/30/2023,Speakers,dell latitude 5500,XKOCZBAN
1463,18,Nathaniel Chopra,Keyboard issue,10/8/2024,Keyboard,dell alienware 17,ZUZMXB2B
2986,1389,Geetika Dass,Battery replacement,12/20/2023,Battery,dell xps 13,1TU0Q9HU
4399,21,Unni Kashyap,Keyboard issue,9/17/2023,Keyboard,dell xps 13,VFU5KDHK
4400,1629,Jyoti Chacko,Audio issue,1/1/2025,Speakers,dell inspiron 15,5T3XRE3S
4401,1005,Yug Varghese,Keyboard issue,12/13/2022,Keyboard,DELL VOSTRO 14,8P0DURVC
4402,1923,Nachiket Ahuja,Screen replacement,4/18/2023,Screen,dell vostro 14,9V0EWU2V
4403,1849,Nidhi Baral,Keyboard issue,4/10/2022,Keyboard,dell latitude 5500,OAMX1XS3
4404,1952,Mitesh Nori,Screen replacement,12/17/2022,Screen,dell inspiron 15,3M8SDSDR
4405,827,Keya Karan,Screen replacement,6/6/2022,Screen,dell latitude 5500,XWC7FQQE
4406,673,Aadi Prabhakar,Screen replacement,4/22/2024,Screen,dell xps 13,T7QE6O9Q
4407,1588,Vasatika Rao,Keyboard issue,4/16/2024,Keyboard,dell vostro 14,0LHK9TCQ
4408,1365,Jai Basu,Keyboard issue,12/3/2024,Keyboard,dell alienware 17,5FOBSM9U
4409,306,Onveer Ramaswamy,Screen replacement,8/5/2023,Screen,dell inspiron 15,JH0HC9M0
4410,1798,,Keyboard issue,11/17/2022,Keyboard,dell xps 13,UG2GJWAQ
982,1960,Nidhi Baral,Screen replacement,1/24/2022,Screen,dell inspiron 15,0CFI57PD
4412,1893,Nathaniel Chopra,Screen replacement,3/5/2024,Screen,dell vostro 14,4OW7FUXY
4413,290,Oviya Bhakta,Audio issue,10/4/2022,Speakers,dell inspiron 15,OYW1JHJP
4414,1803,Ishwar Krish,Overheating problem,11/18/2024,Cooling Fan,dell inspiron 15,Q1KKIKID
4415,624,Yashica Kota,Audio issue,9/24/2024,Speakers,dell inspiron 15,9AILGL0Y
4416,300,Orinder Kale,Battery replacement,2/16/2022,Battery,DELL INSPIRON 15,QB4DHVS9
4417,332,Pooja Parmar,Screen replacement,8/6/2022,Screen,dell vostro 14,FQ8NA8D1
4418,545,Chakrika Bandi,Keyboard issue,11/22/2024,Keyboard,DELL XPS 13,YQ29LS36
4419,1593,Caleb Bhandari,Overheating problem,9/6/2022,Cooling Fan,dell inspiron 15,RPM9VDJI
4420,1971,Nachiket Ahuja,Screen replacement,5/2/2023,Screen,dell latitude 5500,9J004NSN
4421,1780,Geetika Dass,Audio issue,,Speakers,dell xps 13,TJ364RII
4422,433,Harinakshi Vig,,,,dell alienware 17,11OHNPXE
4423,1532,Leela Nazareth,Screen replacement,9/15/2023,Screen,dell xps 13,EWUSUHAI
4424,1624,Jai Datta,Audio issue,8/31/2023,Speakers,DELL INSPIRON 15,NYIL10NP
4425,1360,Reyansh Kalita,Overheating problem,4/10/2024,Cooling Fan,dell latitude 5500,K9TZ6TTG
4426,1926,Victor Soman,Keyboard issue,10/17/2023,Keyboard,dell alienware 17,4QIHDY86
4427,527,Agastya Samra,Battery replacement,5/8/2023,Battery,dell latitude 5500,64OXA3IV
4428,1906,Pavani Sanghvi,Keyboard issue,6/27/2024,Keyboard,dell inspiron 15,ACRTDKXU
4429,950,Vedant Mann,Screen replacement,1/28/2022,Screen,dell latitude 5500,N945R271
4430,12,Ishwar Krish,Overheating problem,3/7/2024,Cooling Fan,dell xps 13,CSBS8YYT
4431,427,Pooja Parmar,Screen replacement,6/4/2023,Screen,dell vostro 14,CDKU0DNT
4432,1232,Chakradhar Dua,Audio issue,4/11/2024,Speakers,dell latitude 5500,9EE2F910
4433,849,Ria Chatterjee,Audio issue,3/22/2024,Speakers,dell vostro 14,HFINQ60T
4434,420,Jacob Lall,Overheating problem,1/27/2024,Cooling Fan,dell latitude 5500,ED8VX6KT
4435,1989,Anay Sane,Audio issue,9/11/2022,Speakers,dell alienware 17,2MXV7AQZ
4436,532,Bhavani Kuruvilla,Screen replacement,6/9/2022,Screen,dell xps 13,R6MNUKT1
4437,1098,Yug Varghese,Screen replacement,11/20/2024,Screen,dell vostro 14,CFN7OX3F
4438,375,Bhavani Kuruvilla,Screen replacement,11/11/2023,Screen,dell inspiron 15,4LNQU9ON
4439,489,Bhavini Manne,Audio issue,2/1/2023,Speakers,DELL XPS 13,SGFXMOWJ
4440,1357,Chakradhar Dua,Audio issue,7/24/2023,Speakers,dell alienware 17,1LP8OXKO
4441,584,Abha Dayal,,8/31/2022,,dell latitude 5500,4TI11UAI
4442,961,Pavani Sanghvi,Battery replacement,2/5/2023,Battery,dell xps 13,45YM3YO3
4443,725,Guneet Saha,Battery replacement,11/6/2024,Battery,dell xps 13,QRJODOY1
4444,442,Shravya Das,Battery replacement,4/24/2024,Battery,dell xps 13,DXH36X9O
4445,501,Harinakshi Mukherjee,Audio issue,1/11/2023,Speakers,dell vostro 14,YW4EQTYH
4446,1538,Oviya Bhakta,Battery replacement,1/17/2024,Battery,dell xps 13,UF64YT7G
4447,1346,Unni Kashyap,Keyboard issue,12/15/2024,Keyboard,dell inspiron 15,NB4OGVXA
4448,1991,Keya Karan,Overheating problem,8/2/2024,Cooling Fan,dell inspiron 15,OBOX8PZ2
4449,175,Onveer Ramaswamy,Battery replacement,10/5/2023,Battery,dell vostro 14,7CHAH9GC
4450,157,Harinakshi Mukherjee,Overheating problem,1/17/2025,Cooling Fan,dell xps 13,S39IP18V
4451,1887,Yug Varghese,Overheating problem,9/26/2023,Cooling Fan,dell inspiron 15,5M1ZXQZ5
4452,1032,Advaith Bumb,,12/1/2022,,dell alienware 17,IBZRFUVQ
4453,673,Harinakshi Vig,Audio issue,12/3/2022,Speakers,DELL INSPIRON 15,8PO9X02I
4454,61,Manthan Brahmbhatt,Audio issue,12/7/2023,Speakers,dell inspiron 15,CYKQF3SI
4455,1481,Tripti Mandal,Keyboard issue,2/5/2024,Keyboard,dell xps 13,K68QHJU1
4456,471,Baljiwan Talwar,Audio issue,6/14/2024,Speakers,dell alienware 17,CHSBQXGB
4457,1047,Indira Banerjee,Screen replacement,,Screen,dell latitude 5500,GP1098FJ
4458,1019,Mekhala Bhargava,Overheating problem,6/30/2024,Cooling Fan,dell xps 13,6F8WM5X3
4459,1033,Nihal Tripathi,Battery replacement,7/26/2024,Battery,dell latitude 5500,2WPS1ITA
4460,1066,Devika Sankaran,Battery replacement,9/28/2024,Battery,dell alienware 17,4230YBW9
4461,89,Daksha Agarwal,Battery replacement,5/24/2023,Battery,dell vostro 14,T41MMJP6
4462,1802,Yashica Kota,Keyboard issue,12/8/2022,Keyboard,dell latitude 5500,KT5TNNWS
4463,554,Chakradev Upadhyay,Audio issue,4/9/2024,Speakers,dell inspiron 15,C8H7S9A5
4464,1066,Vanya Bhattacharyya,Audio issue,10/21/2024,Speakers,dell latitude 5500,E36KRZ2J
4465,869,Tamanna Soni,Audio issue,1/1/2025,Speakers,dell vostro 14,O0V82ZZQ
4466,740,Onveer Ramaswamy,Keyboard issue,9/1/2023,Keyboard,dell vostro 14,2YJEKBWA
4467,630,Chakradhar Dua,Overheating problem,2/6/2022,Cooling Fan,dell inspiron 15,AANY3UWL
4468,934,Xiti Hari,Screen replacement,10/15/2024,Screen,dell inspiron 15,387ZVYQV
4469,1309,Sanya Rama,Keyboard issue,7/25/2024,Keyboard,dell xps 13,KFU4XPUD
4470,1506,,Keyboard issue,10/28/2024,Keyboard,dell alienware 17,N6REEHD7
4471,1845,Victor Sinha,Keyboard issue,10/12/2024,Keyboard,dell xps 13,P2JZOSNW
4472,1616,Kashvi Nagi,Audio issue,12/6/2022,Speakers,dell alienware 17,PKS6VY1K
4473,878,Victor Soman,Screen replacement,8/23/2023,Screen,dell xps 13,5QTOF3VW
4474,285,,Screen replacement,3/30/2024,Screen,DELL LATITUDE 5500,6MNY3R2X
4475,1312,Oviya Bhakta,Audio issue,7/4/2024,Speakers,dell latitude 5500,ATINW6EH
4476,1432,Sanya Rama,,3/11/2022,,dell alienware 17,VWYS32S8
4477,1730,Chatura Sami,Keyboard issue,1/3/2023,Keyboard,dell latitude 5500,6XOQO1LW
4478,1636,Sai Kohli,Keyboard issue,12/10/2023,Keyboard,dell inspiron 15,BQPPRZSY
4479,1853,Vaishnavi Dalal,Screen replacement,12/21/2023,Screen,dell vostro 14,D31FI0UB
4480,1211,Nachiket Ahuja,Battery replacement,9/20/2022,Battery,dell inspiron 15,BLDG87N0
4481,1880,Vyanjana Bedi,Audio issue,8/9/2023,Speakers,dell xps 13,4M2G2KKR
4482,1703,Idika Dhaliwal,Keyboard issue,8/4/2024,Keyboard,dell xps 13,D5DKYIWA
4483,128,,Keyboard issue,8/20/2024,Keyboard,dell vostro 14,CCQL24ZY
4484,814,Tripti Mandal,Screen replacement,7/12/2024,Screen,dell inspiron 15,KZ5QUHUO
4485,1792,Samaksh Sheth,Battery replacement,2/9/2022,Battery,dell inspiron 15,6HMDDESQ
4486,1761,Devika Sankaran,,12/4/2022,,dell alienware 17,518C5ZLH
4487,390,Aradhana Varghese,,10/24/2022,,dell vostro 14,ATKKMROG
4488,653,Laban Banik,Overheating problem,8/3/2023,Cooling Fan,DELL VOSTRO 14,TUHO0PG4
331,1565,Yatan Arora,Audio issue,3/15/2022,Speakers,dell vostro 14,5TFFTCW4
4490,1518,Neha Badami,Battery replacement,1/21/2022,Battery,dell vostro 14,AWAJN41Y
4491,1572,Vanya Bhattacharyya,Keyboard issue,5/1/2022,Keyboard,dell vostro 14,P30CV042
4492,999,Rajeshri Choudhary,Overheating problem,9/18/2023,Cooling Fan,dell vostro 14,9PE4FB6Q
4493,176,Vaishnavi Dalal,Screen replacement,7/30/2022,Screen,dell inspiron 15,AB06FIP1
4494,1483,Ishwar Krish,Audio issue,4/19/2022,Speakers,dell inspiron 15,DFWDKGGP
4495,673,Indira Banerjee,Overheating problem,7/6/2024,Cooling Fan,dell inspiron 15,HTR8WGHP
4496,1265,Oviya Bhakta,Overheating problem,4/10/2024,Cooling Fan,dell alienware 17,VGQ5JYT5
4497,1498,Pavani Sanghvi,Screen replacement,2/21/2023,Screen,dell inspiron 15,G8M02I7V
4498,1652,Ishani Nagar,Overheating problem,6/3/2022,Cooling Fan,dell vostro 14,SI1WJJMF
4499,403,Umang Mukhopadhyay,Audio issue,12/4/2022,Speakers,dell alienware 17,JQLCSF9N
4500,1607,Caleb Bhandari,Screen replacement,6/9/2023,Screen,dell vostro 14,OYAQACLD
4501,1533,Geetika Dass,,,,dell vostro 14,IHWZP63M
4502,963,Leela Nazareth,Audio issue,8/26/2024,Speakers,dell alienware 17,H4QWM6NR
4503,1372,Leela Nazareth,Keyboard issue,2/8/2023,Keyboard,DELL ALIENWARE 17,AEMLMJIZ
4504,982,Devika Sankaran,Keyboard issue,7/10/2022,Keyboard,dell xps 13,CCPQOP51
4505,615,Peter Narain,Overheating problem,7/7/2023,Cooling Fan,dell inspiron 15,BO8CBYDM
4506,909,Ucchal Barad,Audio issue,4/11/2024,Speakers,dell xps 13,Q4XPGNHI
4507,1189,Maya Parsa,,3/1/2024,,dell alienware 17,BK8TS0GU
4508,890,Ojas Purohit,Overheating problem,9/25/2022,Cooling Fan,dell latitude 5500,MSW9QHV5
4509,1839,Maya Parsa,Battery replacement,9/10/2022,Battery,dell alienware 17,5EW8IT9P
4510,959,Aadi Prabhakar,Screen replacement,10/13/2024,Screen,dell vostro 14,RD25Q8K8
4511,1321,Bhavini Manne,Audio issue,6/4/2023,Speakers,dell inspiron 15,52EFXYZW
4512,1320,Jacob Lall,Screen replacement,3/15/2022,Screen,dell alienware 17,C1DZMVLE
4513,5,Sai Kohli,Battery replacement,6/27/2023,Battery,dell inspiron 15,21N4JGLA
4514,208,Harinakshi Mukherjee,Keyboard issue,2/26/2023,Keyboard,dell vostro 14,UCLL70FS
4515,92,Anvi Kata,Screen replacement,10/21/2023,Screen,dell vostro 14,B22242HD
4516,593,Vasatika Rao,Screen replacement,6/3/2023,Screen,dell latitude 5500,7LOTA0W9
4517,1588,Vanya Bhattacharyya,Overheating problem,8/19/2022,Cooling Fan,dell inspiron 15,IN3I1MGY
4518,65,Leela Nazareth,Battery replacement,12/7/2024,Battery,dell alienware 17,4F3OHSLL
4519,1015,Manthan Brahmbhatt,Overheating problem,1/5/2023,Cooling Fan,dell inspiron 15,B4P1GHRG
3854,36,Kashvi Nagi,Keyboard issue,8/15/2022,Keyboard,dell latitude 5500,EEMLR21B
4521,321,Vedant Mann,Screen replacement,10/15/2024,Screen,dell xps 13,JC8OA6Q1
4522,719,Vedant Mann,Screen replacement,12/31/2022,Screen,dell xps 13,ZZN8N7UG
4523,872,Umang Mukhopadhyay,Keyboard issue,2/13/2022,Keyboard,dell latitude 5500,PDO22OMZ
2037,24,Nachiket Ahuja,Audio issue,6/23/2024,Speakers,dell xps 13,YFEDAAHL
4525,1586,Mitesh Nori,Screen replacement,11/9/2024,Screen,dell alienware 17,WHKZPNG0
4526,770,Victor Sinha,Audio issue,10/23/2024,Speakers,dell xps 13,WMRNCJ1N
4527,973,Oviya Bhakta,Screen replacement,9/16/2024,Screen,dell alienware 17,0UUO6ZIE
4528,83,Aradhana Varghese,Audio issue,7/21/2023,Speakers,dell latitude 5500,S4IYPXV5
4529,655,Nihal Tripathi,Audio issue,9/6/2023,Speakers,dell latitude 5500,BGRKWDHH
4530,216,Neha Badami,Screen replacement,3/17/2022,Screen,dell latitude 5500,TXYW91V8
4531,1348,Nathaniel Chopra,Audio issue,7/6/2023,Speakers,dell latitude 5500,IWDRWO6R
4532,1546,Peter Narain,Screen replacement,10/3/2024,Screen,dell inspiron 15,M5VZ3SX4
4533,246,Vanya Bhattacharyya,Battery replacement,7/30/2024,Battery,DELL XPS 13,9MXDGXU0
4534,1196,Indira Mandal,Screen replacement,3/12/2023,Screen,dell latitude 5500,X83ZZATC
4535,194,Gopal Issac,Screen replacement,5/31/2023,Screen,dell inspiron 15,PQA2OUNM
4536,430,Rehaan Babu,Keyboard issue,4/24/2023,Keyboard,dell xps 13,VFQHU0JK
4537,275,Pavani Sanghvi,Battery replacement,3/15/2022,Battery,DELL LATITUDE 5500,9Z0YKUOK
4538,1447,Devika Setty,Audio issue,3/21/2023,Speakers,dell inspiron 15,UK6ZFOQ5
4539,1272,Harinakshi Mukherjee,Screen replacement,12/12/2023,Screen,dell alienware 17,TMRBTTDY
4540,995,Vyanjana Bedi,,2/2/2024,,dell inspiron 15,48ENWKVI
4541,1009,Mitesh Nori,Screen replacement,5/18/2022,Screen,dell alienware 17,2JYH967R
4542,143,Rachana Ramakrishnan,Overheating problem,3/20/2024,Cooling Fan,dell inspiron 15,GTTWYB2B
4543,372,Anvi Kata,Battery replacement,3/7/2024,Battery,DELL LATITUDE 5500,6IE1NXFF
4544,1273,Tripti Mandal,Audio issue,10/20/2022,Speakers,dell vostro 14,ZYQE9TJP
4545,175,Chatura Sami,Screen replacement,7/4/2023,Screen,dell xps 13,HSXPWSF0
4546,1044,Leela Nazareth,Screen replacement,11/3/2024,Screen,dell xps 13,MCOVEHVX
4547,1478,Onveer Ramaswamy,Audio issue,6/10/2022,Speakers,dell inspiron 15,9P35AM5C
4548,786,,Battery replacement,12/30/2024,Battery,dell xps 13,66L8974L
4549,1255,Victor Soman,Audio issue,7/13/2022,Speakers,dell vostro 14,0VRXKT95
3478,229,Pavani Sanghvi,,4/24/2024,,dell latitude 5500,965J25T1
4551,902,Yatan Arora,Keyboard issue,9/25/2023,Keyboard,dell inspiron 15,A187H0S9
4552,1265,Unnati Mandal,Screen replacement,8/13/2022,Screen,dell alienware 17,4ZVFY9IR
4553,1454,Qushi Nath,Audio issue,6/5/2022,Speakers,dell inspiron 15,M7SLZ5DK
2621,578,,Audio issue,4/14/2024,Speakers,dell inspiron 15,UCL5RF7I
4555,1451,Devika Setty,Audio issue,2/29/2024,Speakers,dell vostro 14,KHQ8JIMK
4556,883,Vedant Mann,Keyboard issue,11/28/2024,Keyboard,dell latitude 5500,7CLVTGD9
4557,246,Oviya Bhakta,Overheating problem,5/10/2023,Cooling Fan,dell latitude 5500,RL031NIW
4558,1844,Gopal Issac,Audio issue,12/11/2024,Speakers,dell vostro 14,FRLNPWPG
4559,431,Zaitra Tiwari,Screen replacement,2/1/2024,Screen,dell alienware 17,4F27FTF3
4560,396,Jai Basu,Overheating problem,2/7/2022,Cooling Fan,dell alienware 17,YX24BUEX
4561,1826,Aradhana Varghese,Screen replacement,5/12/2023,Screen,dell inspiron 15,O3LE4COX
4562,1350,Ucchal Barad,Battery replacement,4/19/2024,Battery,dell vostro 14,EOV5C2B7
4563,552,Ria Nair,Overheating problem,3/12/2023,Cooling Fan,dell xps 13,BUWYJHHH
4564,1375,Samaksh Sheth,Battery replacement,6/10/2024,Battery,dell xps 13,4S49FTTW
